ID Conexion unico;Usuario;Inicio de Conexion;Fin de Conexio;Session Time;Input Octects;Output Octects;MAC AP;MAC Cliente
780b679e61009759;hcesedew;31/08/2019 00:03;31/08/2019 02:57;10486.0;1048761.0;14871907.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
25edb2600089e916;invitede-pansew;31/08/2019 00:29;31/08/2019 00:29;21.0;3868.0;1280.0;04-18-D6-22-8D-DF:UM;DC-44-B6-20-C9-57
d3e1d90ca929f437;invitede-pansew;31/08/2019 00:36;31/08/2019 00:42;310.0;4294967296.0;4294967296.0;04-18-D6-C2-0A-F7:UM;DC-44-B6-20-C9-57
75c33045c391c05b;invitede-pansew;31/08/2019 00:42;31/08/2019 00:45;169.0;0.0;0.0;04-18-D6-C2-0A-F7:UM;DC-44-B6-20-C9-57
f08f78c4f01ef3dd;hcesedew;31/08/2019 02:57;31/08/2019 03:02;278.0;11948.0;31265.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
aaa742dad168880f;hcesedew;31/08/2019 03:03;31/08/2019 03:27;1475.0;73250.0;108252.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
df32677735ac4d06;hcesedew;31/08/2019 03:28;31/08/2019 03:47;1179.0;54905.0;78662.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
26f0dddcdd37c2e3;hcesedew;31/08/2019 03:49;31/08/2019 04:00;688.0;86692.0;260771.0;04-18-D6-22-8E-6D:UM;00-87-01-C8-0A-0E
291832c7593e9d27;hcesedew;31/08/2019 04:00;31/08/2019 04:05;258.0;0.0;0.0;04-18-D6-22-8E-6D:UM;00-87-01-C8-0A-0E
a86dba1105b5aa35;hcesedew;31/08/2019 04:05;31/08/2019 04:11;376.0;0.0;0.0;04-18-D6-22-8E-6D:UM;00-87-01-C8-0A-0E
48e7aaacc21abd73;hcesedew;31/08/2019 04:11;31/08/2019 11:53;27692.0;0.0;0.0;04-18-D6-22-8E-6D:UM;00-87-01-C8-0A-0E
dd428173103b6891;invitede-pansew;31/08/2019 08:22;31/08/2019 08:45;1386.0;4802226.0;47406982.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
a2cf77a35976ce68;invitede-pansew;31/08/2019 08:36;31/08/2019 08:46;599.0;3008175.0;22557723.0;04-18-D6-22-8D-DF:UM;14-96-E5-E9-E4-D3
5cfbec33cc83a383;invitede-pansew;31/08/2019 08:53;31/08/2019 08:54;103.0;751975.0;7628101.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
504d4da4639107bf;invitede-pansew;31/08/2019 09:12;31/08/2019 09:33;1280.0;10099963.0;171720388.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
ad96912ea660672c;invitede-pansew;31/08/2019 09:33;31/08/2019 09:46;766.0;515997.0;5174108.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
f83e417ab61e2e87;invitede-pansew;31/08/2019 09:38;31/08/2019 09:41;195.0;49375.0;47636.0;DC-9F-DB-12-F4-A9:UM;14-96-E5-E9-E4-D3
8c6a6fff68f25e5d;invitede-pansew;31/08/2019 10:38;31/08/2019 10:47;538.0;4294967296.0;4294967296.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
77fd8be2d50dc48b;invitede-pansew;31/08/2019 10:47;31/08/2019 11:18;1852.0;22496126.0;344782097.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
754d9c4d8640ee5d;invitede-pansew;31/08/2019 11:19;31/08/2019 11:27;470.0;2658254.0;104119248.0;DC-9F-DB-12-F4-A9:UM;14-96-E5-E9-E4-D3
8ae1a84106653dbc;invitede-pansew;31/08/2019 11:35;31/08/2019 11:45;602.0;64268.0;19958.0;DC-9F-DB-12-F4-A9:UM;14-96-E5-E9-E4-D3
c11e0b346ff3d5d4;hcesedew;31/08/2019 11:59;31/08/2019 13:05;3952.0;136544.0;159921.0;04-18-D6-22-8E-6D:UM;00-87-01-C8-0A-0E
6f053497b38820d1;invitede-pansew;31/08/2019 12:37;31/08/2019 12:55;1057.0;6307557.0;99620327.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
56ca2767fe976601;hcesedew;31/08/2019 12:53;31/08/2019 12:54;111.0;4911.0;4336.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
792d14c1fc318a86;hcesedew;31/08/2019 12:55;31/08/2019 12:59;252.0;46532.0;58812.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
96bc004730fa8c05;invitede-pansew;31/08/2019 12:57;31/08/2019 13:12;931.0;23444.0;32190.0;04-18-D6-22-8D-DF:UM;14-96-E5-E9-E4-D3
eb35f31b7f775af7;invitede-pansew;31/08/2019 12:57;31/08/2019 13:22;1464.0;17802905.0;273214363.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
89287b78ed2bdf2b;hcesedew;31/08/2019 13:07;31/08/2019 13:13;373.0;20002.0;46378.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
efe3e4378133df69;hcesedew;31/08/2019 13:13;31/08/2019 13:28;887.0;36154.0;74144.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
f9ebca12874245f3;invitede-pansew;31/08/2019 13:24;31/08/2019 14:17;3165.0;6516174.0;99204998.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
4950157f8925468d;hcesedew;31/08/2019 13:28;31/08/2019 20:02;23673.0;0.0;0.0;04-18-D6-22-9B-4C:UM;00-87-01-C8-0A-0E
26dffe132a506ec9;invitede-pansew;31/08/2019 14:53;31/08/2019 15:12;1151.0;11977718.0;176897807.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
c6e14e3c269ce993;invitede-pansew;31/08/2019 15:11;31/08/2019 15:18;414.0;183348.0;6762662.0;DC-9F-DB-12-F4-A9:UM;14-96-E5-E9-E4-D3
3398f2a79ce90e79;invitede-pansew;31/08/2019 15:19;31/08/2019 15:44;1517.0;22996965.0;271303946.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
feb92153ec8b3902;invitede-pansew;31/08/2019 15:44;31/08/2019 15:54;614.0;8348191.0;112192137.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
90131806551bbf02;invitede-pansew;31/08/2019 15:55;31/08/2019 17:15;4789.0;21155923.0;319557543.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
b2c48af56e655a9d;invitede-pansew;31/08/2019 16:29;31/08/2019 16:34;356.0;90057.0;53938.0;DC-9F-DB-12-F4-A9:UM;14-96-E5-E9-E4-D3
bb495a903b0c3839;invitede-pansew;31/08/2019 17:19;31/08/2019 18:33;4426.0;42374527.0;577252497.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
52f259ab03b25f0d;invitede-pansew;31/08/2019 18:35;31/08/2019 18:43;497.0;3290.0;5764.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
0e9adb2d41123bcb;invitede-pansew;31/08/2019 18:35;31/08/2019 18:44;530.0;6752885.0;96760861.0;04-18-D6-22-8D-DF:UM;14-96-E5-E9-E4-D3
ffa923e3118b2e90;invitede-pansew;31/08/2019 18:45;31/08/2019 19:15;1814.0;4294967296.0;4294967296.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
faca2b5e1c449939;invitede-pansew;31/08/2019 19:14;31/08/2019 19:20;349.0;11327.0;10728.0;04-18-D6-22-8D-DF:UM;14-96-E5-E9-E4-D3
263e23ae6cbd91d5;invitede-pansew;31/08/2019 19:15;31/08/2019 21:15;7190.0;58312343.0;913099607.0;04-18-D6-C2-0A-F7:UM;14-96-E5-E9-E4-D3
97ea1cecacf354bc;hcesedew;31/08/2019 20:02;31/08/2019 20:05;138.0;4032.0;3728.0;04-18-D6-22-8E-6D:UM;00-87-01-C8-0A-0E
